dataset_seq,per_class_seq,slice_file_name,fsID,start,end,salience,fold,classID,class
8523,791,7390-9-1-11.wav,7390,70.737963,74.737963,1,8,9,street_music
8524,792,7390-9-1-12.wav,7390,71.237963,75.237963,1,8,9,street_music
8525,793,7390-9-1-5.wav,7390,67.737963,71.737963,1,8,9,street_music
8526,794,99179-9-0-12.wav,99179,6,10,1,8,9,street_music
8527,795,99179-9-0-17.wav,99179,8.5,12.5,1,8,9,street_music
8528,796,99179-9-0-19.wav,99179,9.5,13.5,1,8,9,street_music
8529,797,99179-9-0-38.wav,99179,19,23,1,8,9,street_music
8530,798,99179-9-0-53.wav,99179,26.5,30.5,1,8,9,street_music
8531,799,99179-9-0-58.wav,99179,29,33,1,8,9,street_music
8532,800,14385-9-0-10.wav,14385,5,9,1,9,9,street_music
8533,801,14385-9-0-11.wav,14385,5.5,9.5,1,9,9,street_music
8534,802,14385-9-0-13.wav,14385,6.5,10.5,1,9,9,street_music
8535,803,14385-9-0-14.wav,14385,7,11,1,9,9,street_music
8536,804,14385-9-0-17.wav,14385,8.5,12.5,1,9,9,street_music
8537,805,14385-9-0-21.wav,14385,10.5,14.5,1,9,9,street_music
8538,806,14527-9-0-0.wav,14527,7.596771,11.596771,2,9,9,street_music
8539,807,14527-9-0-2.wav,14527,8.596771,12.596771,2,9,9,street_music
8540,808,14527-9-0-3.wav,14527,9.096771,13.096771,2,9,9,street_music
8541,809,14527-9-0-4.wav,14527,9.596771,13.596771,2,9,9,street_music
8542,810,14527-9-0-5.wav,14527,10.096771,14.096771,2,9,9,street_music
8543,811,14527-9-0-6.wav,14527,10.596771,14.596771,2,9,9,street_music
8544,812,14527-9-0-7.wav,14527,11.096771,15.096771,2,9,9,street_music
8545,813,145390-9-0-13.wav,145390,6.5,10.5,1,9,9,street_music
8546,814,145390-9-0-15.wav,145390,7.5,11.5,1,9,9,street_music
8547,815,145390-9-0-22.wav,145390,11,15,1,9,9,street_music
8548,816,145390-9-0-26.wav,145390,13,17,1,9,9,street_music
8549,817,145390-9-0-3.wav,145390,1.5,5.5,1,9,9,street_music
8550,818,145390-9-0-34.wav,145390,17,21,1,9,9,street_music
8551,819,145390-9-0-7.wav,145390,3.5,7.5,1,9,9,street_music
8552,820,149255-9-0-0.wav,149255,0,4,1,9,9,street_music
8553,821,149255-9-0-13.wav,149255,6.5,10.5,1,9,9,street_music
8554,822,149255-9-0-3.wav,149255,1.5,5.5,1,9,9,street_music
8555,823,149255-9-0-4.wav,149255,2,6,1,9,9,street_music
8556,824,149255-9-0-5.wav,149255,2.5,6.5,1,9,9,street_music
8557,825,149255-9-0-7.wav,149255,3.5,7.5,1,9,9,street_music
8558,826,149929-9-0-0.wav,149929,3.420889,7.420889,2,9,9,street_music
8559,827,149929-9-0-2.wav,149929,4.420889,8.420889,2,9,9,street_music
8560,828,149929-9-0-5.wav,149929,5.920889,9.920889,2,9,9,street_music
8561,829,149929-9-1-0.wav,149929,22.52623,26.52623,1,9,9,street_music
8562,830,149929-9-1-1.wav,149929,23.02623,27.02623,1,9,9,street_music
8563,831,149929-9-1-4.wav,149929,24.52623,28.52623,1,9,9,street_music
8564,832,152570-9-0-0.wav,152570,0,4,1,9,9,street_music
8565,833,152570-9-1-41.wav,152570,87.553778,91.553778,1,9,9,street_music
8566,834,152570-9-1-42.wav,152570,88.053778,92.053778,1,9,9,street_music
8567,835,152570-9-1-61.wav,152570,97.553778,101.553778,1,9,9,street_music
8568,836,152570-9-1-63.wav,152570,98.553778,102.553778,1,9,9,street_music
8569,837,152570-9-1-81.wav,152570,107.553778,111.553778,1,9,9,street_music
8570,838,155044-9-0-11.wav,155044,5.5,9.5,1,9,9,street_music
8571,839,155044-9-0-15.wav,155044,7.5,11.5,1,9,9,street_music
8572,840,155044-9-0-19.wav,155044,9.5,13.5,1,9,9,street_music
8573,841,155044-9-0-3.wav,155044,1.5,5.5,1,9,9,street_music
8574,842,155044-9-0-37.wav,155044,18.5,22.5,1,9,9,street_music
8575,843,155044-9-0-38.wav,155044,19,23,1,9,9,street_music
8576,844,155242-9-0-12.wav,155242,38.207686,42.207686,2,9,9,street_music
8577,845,155242-9-0-15.wav,155242,39.707686,43.707686,2,9,9,street_music
8578,846,155242-9-0-27.wav,155242,45.707686,49.707686,2,9,9,street_music
8579,847,155242-9-0-35.wav,155242,49.707686,53.707686,2,9,9,street_music
8580,848,155242-9-0-4.wav,155242,34.207686,38.207686,2,9,9,street_music
8581,849,155242-9-0-44.wav,155242,54.207686,58.207686,2,9,9,street_music
8582,850,168906-9-0-114.wav,168906,57,61,1,9,9,street_music
8583,851,168906-9-0-128.wav,168906,64,68,1,9,9,street_music
8584,852,168906-9-0-28.wav,168906,14,18,1,9,9,street_music
8585,853,168906-9-0-47.wav,168906,23.5,27.5,1,9,9,street_music
8586,854,168906-9-0-73.wav,168906,36.5,40.5,1,9,9,street_music
8587,855,168906-9-0-95.wav,168906,47.5,51.5,1,9,9,street_music
8588,856,171406-9-0-124.wav,171406,62,66,2,9,9,street_music
8589,857,171406-9-0-183.wav,171406,91.5,95.5,2,9,9,street_music
8590,858,171406-9-0-23.wav,171406,11.5,15.5,2,9,9,street_music
8591,859,171406-9-0-57.wav,171406,28.5,32.5,2,9,9,street_music
8592,860,171406-9-0-7.wav,171406,3.5,7.5,2,9,9,street_music
8593,861,171406-9-0-90.wav,171406,45,49,2,9,9,street_music
8594,862,185374-9-0-16.wav,185374,15.766465,19.766465,1,9,9,street_music
8595,863,185374-9-0-18.wav,185374,16.766465,20.766465,1,9,9,street_music
8596,864,185374-9-0-23.wav,185374,19.266465,23.266465,1,9,9,street_music
8597,865,185374-9-0-30.wav,185374,22.766465,26.766465,1,9,9,street_music
8598,866,185374-9-0-33.wav,185374,24.266465,28.266465,1,9,9,street_music
8599,867,185374-9-0-35.wav,185374,25.266465,29.266465,1,9,9,street_music
8600,868,185374-9-0-60.wav,185374,37.766465,41.766465,1,9,9,street_music
8601,869,194310-9-0-15.wav,194310,7.5,11.5,2,9,9,street_music
8602,870,194310-9-0-3.wav,194310,1.5,5.5,2,9,9,street_music
8603,871,194310-9-0-35.wav,194310,17.5,21.5,2,9,9,street_music
8604,872,194310-9-0-7.wav,194310,3.5,7.5,2,9,9,street_music
8605,873,194310-9-0-73.wav,194310,36.5,40.5,2,9,9,street_music
8606,874,194310-9-0-8.wav,194310,4,8,2,9,9,street_music
8607,875,42953-9-0-16.wav,42953,8,12,1,9,9,street_music
8608,876,42953-9-0-21.wav,42953,10.5,14.5,1,9,9,street_music
8609,877,42953-9-0-28.wav,42953,14,18,1,9,9,street_music
8610,878,42953-9-0-37.wav,42953,18.5,22.5,1,9,9,street_music
8611,879,42953-9-0-49.wav,42953,24.5,28.5,1,9,9,street_music
8612,880,42953-9-0-50.wav,42953,25,29,1,9,9,street_music
8613,881,52411-9-0-4.wav,52411,2,6,2,9,9,street_music
8614,882,52411-9-0-52.wav,52411,26,30,2,9,9,street_music
8615,883,52411-9-0-6.wav,52411,3,7,2,9,9,street_music
8616,884,52411-9-0-64.wav,52411,32,36,2,9,9,street_music
8617,885,52411-9-0-66.wav,52411,33,37,2,9,9,street_music
8618,886,52411-9-0-79.wav,52411,39.5,43.5,2,9,9,street_music
8619,887,94182-9-0-0.wav,94182,0,4,1,9,9,street_music
8620,888,94182-9-0-10.wav,94182,5,9,1,9,9,street_music
8621,889,94182-9-0-16.wav,94182,8,12,1,9,9,street_music
8622,890,94182-9-0-20.wav,94182,10,14,1,9,9,street_music
8623,891,94182-9-0-23.wav,94182,11.5,15.5,1,9,9,street_music
8624,892,94182-9-0-25.wav,94182,12.5,16.5,1,9,9,street_music
8625,893,94182-9-0-9.wav,94182,4.5,8.5,1,9,9,street_music
8626,894,96921-9-0-1.wav,96921,0.5,4.5,1,9,9,street_music
8627,895,96921-9-0-11.wav,96921,5.5,9.5,1,9,9,street_music
8628,896,96921-9-0-17.wav,96921,8.5,12.5,1,9,9,street_music
8629,897,96921-9-0-18.wav,96921,9,13,1,9,9,street_music
8630,898,96921-9-0-4.wav,96921,2,6,1,9,9,street_music
8631,899,96921-9-0-9.wav,96921,4.5,8.5,1,9,9,street_music
8632,900,115241-9-0-1.wav,115241,0.5,4.5,1,10,9,street_music
8633,901,115241-9-0-14.wav,115241,7,11,1,10,9,street_music
8634,902,115241-9-0-2.wav,115241,1,5,1,10,9,street_music
8635,903,115241-9-0-20.wav,115241,10,14,1,10,9,street_music
8636,904,115241-9-0-6.wav,115241,3,7,1,10,9,street_music
8637,905,115241-9-0-8.wav,115241,4,8,1,10,9,street_music
8638,906,115241-9-0-9.wav,115241,4.5,8.5,1,10,9,street_music
8639,907,115418-9-0-11.wav,115418,5.5,9.5,1,10,9,street_music
8640,908,115418-9-0-12.wav,115418,6,10,1,10,9,street_music
8641,909,115418-9-0-15.wav,115418,7.5,11.5,1,10,9,street_music
8642,910,115418-9-0-20.wav,115418,10,14,1,10,9,street_music
8643,911,115418-9-0-29.wav,115418,14.5,18.5,1,10,9,street_music
8644,912,115418-9-0-6.wav,115418,3,7,1,10,9,street_music
8645,913,117889-9-0-12.wav,117889,7.96625,11.96625,2,10,9,street_music
8646,914,117889-9-0-20.wav,117889,11.96625,15.96625,2,10,9,street_music
8647,915,117889-9-0-30.wav,117889,16.96625,20.96625,2,10,9,street_music
8648,916,117889-9-0-36.wav,117889,19.96625,23.96625,2,10,9,street_music
8649,917,117889-9-0-39.wav,117889,21.46625,25.46625,2,10,9,street_music
8650,918,117889-9-0-40.wav,117889,21.96625,25.96625,2,10,9,street_music
8651,919,136558-9-0-1.wav,136558,0.5,4.5,1,10,9,street_music
8652,920,136558-9-0-2.wav,136558,1,5,1,10,9,street_music
8653,921,136558-9-1-10.wav,136558,39.271982,43.271982,1,10,9,street_music
8654,922,136558-9-1-21.wav,136558,44.771982,48.771982,1,10,9,street_music
8655,923,136558-9-1-26.wav,136558,47.271982,51.271982,1,10,9,street_music
8656,924,136558-9-1-39.wav,136558,53.771982,57.771982,1,10,9,street_music
8657,925,138017-9-0-2.wav,138017,1,5,1,10,9,street_music
8658,926,138017-9-0-9.wav,138017,4.5,8.5,1,10,9,street_music
8659,927,138017-9-1-10.wav,138017,28.393576,32.393576,2,10,9,street_music
8660,928,138017-9-1-16.wav,138017,31.393576,35.393576,2,10,9,street_music
8661,929,138017-9-1-4.wav,138017,25.393576,29.393576,2,10,9,street_music
8662,930,138017-9-1-6.wav,138017,26.393576,30.393576,2,10,9,street_music
8663,931,147491-9-0-0.wav,147491,0,4,2,10,9,street_music
8664,932,147491-9-0-5.wav,147491,2.5,6.5,2,10,9,street_music
8665,933,147491-9-2-10.wav,147491,96.062031,100.062031,2,10,9,street_music
8666,934,147491-9-2-25.wav,147491,103.562031,107.562031,2,10,9,street_music
8667,935,147491-9-2-32.wav,147491,107.062031,111.062031,2,10,9,street_music
8668,936,147491-9-2-6.wav,147491,94.062031,98.062031,2,10,9,street_music
8669,937,155241-9-0-50.wav,155241,46.291549,50.291549,1,10,9,street_music
8670,938,155241-9-0-56.wav,155241,49.291549,53.291549,1,10,9,street_music
8671,939,155241-9-0-69.wav,155241,55.791549,59.791549,1,10,9,street_music
8672,940,155241-9-0-79.wav,155241,60.791549,64.791549,1,10,9,street_music
8673,941,155241-9-0-8.wav,155241,25.291549,29.291549,1,10,9,street_music
8674,942,155241-9-0-88.wav,155241,65.291549,69.291549,1,10,9,street_music
8675,943,164377-9-0-16.wav,164377,8,12,1,10,9,street_music
8676,944,164377-9-1-15.wav,164377,194.0388,198.0388,1,10,9,street_music
8677,945,164377-9-1-3.wav,164377,188.0388,192.0388,1,10,9,street_music
8678,946,164377-9-1-36.wav,164377,204.5388,208.5388,1,10,9,street_music
8679,947,164377-9-1-43.wav,164377,208.0388,212.0388,1,10,9,street_music
8680,948,164377-9-1-50.wav,164377,211.5388,215.5388,1,10,9,street_music
8681,949,164377-9-1-92.wav,164377,232.5388,236.5388,1,10,9,street_music
8682,950,171478-9-0-26.wav,171478,15.44083,19.44083,2,10,9,street_music
8683,951,171478-9-0-28.wav,171478,16.44083,20.44083,2,10,9,street_music
8684,952,171478-9-0-38.wav,171478,21.44083,25.44083,2,10,9,street_music
8685,953,171478-9-0-4.wav,171478,4.44083,8.44083,2,10,9,street_music
8686,954,171478-9-0-55.wav,171478,29.94083,33.94083,2,10,9,street_music
8687,955,171478-9-0-57.wav,171478,30.94083,34.94083,2,10,9,street_music
8688,956,171478-9-0-58.wav,171478,31.44083,35.44083,2,10,9,street_music
8689,957,172519-9-0-10.wav,172519,5,9,1,10,9,street_music
8690,958,172519-9-0-13.wav,172519,6.5,10.5,1,10,9,street_music
8691,959,172519-9-0-49.wav,172519,24.5,28.5,1,10,9,street_music
8692,960,172519-9-0-53.wav,172519,26.5,30.5,1,10,9,street_music
8693,961,172519-9-0-67.wav,172519,33.5,37.5,1,10,9,street_music
8694,962,172519-9-0-8.wav,172519,4,8,1,10,9,street_music
8695,963,202334-9-0-105.wav,202334,52.5,56.5,1,10,9,street_music
8696,964,202334-9-0-106.wav,202334,53,57,1,10,9,street_music
8697,965,202334-9-0-137.wav,202334,68.5,72.5,1,10,9,street_music
8698,966,202334-9-0-202.wav,202334,101,105,1,10,9,street_music
8699,967,202334-9-0-63.wav,202334,31.5,35.5,1,10,9,street_music
8700,968,202334-9-0-88.wav,202334,44,48,1,10,9,street_music
8701,969,203424-9-0-15.wav,203424,7.5,11.5,1,10,9,street_music
8702,970,203424-9-0-18.wav,203424,9,13,1,10,9,street_music
8703,971,203424-9-0-26.wav,203424,13,17,1,10,9,street_music
8704,972,203424-9-0-34.wav,203424,17,21,1,10,9,street_music
8705,973,203424-9-0-4.wav,203424,2,6,1,10,9,street_music
8706,974,203424-9-0-46.wav,203424,23,27,1,10,9,street_music
8707,975,77901-9-0-0.wav,77901,0,4,1,10,9,street_music
8708,976,77901-9-0-1.wav,77901,0.5,4.5,1,10,9,street_music
8709,977,77901-9-0-2.wav,77901,1,5,1,10,9,street_music
8710,978,77901-9-0-3.wav,77901,1.5,5.5,1,10,9,street_music
8711,979,77901-9-0-4.wav,77901,2,6,1,10,9,street_music
8712,980,77901-9-0-6.wav,77901,3,7,1,10,9,street_music
8713,981,77901-9-0-7.wav,77901,3.5,7.5,1,10,9,street_music
8714,982,83191-9-0-0.wav,83191,0,4,2,10,9,street_music
8715,983,83191-9-0-11.wav,83191,5.5,9.5,2,10,9,street_music
8716,984,83191-9-0-13.wav,83191,6.5,10.5,2,10,9,street_music
8717,985,83191-9-0-17.wav,83191,8.5,12.5,2,10,9,street_music
8718,986,83191-9-0-4.wav,83191,2,6,2,10,9,street_music
8719,987,83191-9-0-6.wav,83191,3,7,2,10,9,street_music
8720,988,83195-9-0-11.wav,83195,5.5,9.5,2,10,9,street_music
8721,989,83195-9-0-14.wav,83195,7,11,2,10,9,street_music
8722,990,83195-9-0-2.wav,83195,1,5,2,10,9,street_music
8723,991,83195-9-0-3.wav,83195,1.5,5.5,2,10,9,street_music
8724,992,83195-9-0-6.wav,83195,3,7,2,10,9,street_music
8725,993,83195-9-0-7.wav,83195,3.5,7.5,2,10,9,street_music
8726,994,84249-9-0-10.wav,84249,5,9,2,10,9,street_music
8727,995,84249-9-0-11.wav,84249,5.5,9.5,2,10,9,street_music
8728,996,84249-9-0-3.wav,84249,1.5,5.5,2,10,9,street_music
8729,997,84249-9-0-6.wav,84249,3,7,2,10,9,street_music
8730,998,84249-9-0-7.wav,84249,3.5,7.5,2,10,9,street_music
8731,999,84249-9-0-8.wav,84249,4,8,2,10,9,street_music
8732,0,TASCAM_0283_002.wav,iD,0,4,1,1,10,york_rail
8733,1,TASCAM_0283_003.wav,iD,0,4,1,1,10,york_rail
8734,2,TASCAM_0283_004.wav,iD,0,4,1,1,10,york_rail
8735,3,TASCAM_0283_005.wav,iD,0,4,1,1,10,york_rail
8736,4,TASCAM_0283_006.wav,iD,0,4,1,1,10,york_rail
8737,5,TASCAM_0283_007.wav,iD,0,4,1,1,10,york_rail
8738,6,TASCAM_0283_008.wav,iD,0,4,1,1,10,york_rail
8739,7,TASCAM_0283_009.wav,iD,0,4,1,1,10,york_rail
8740,8,TASCAM_0283_010.wav,iD,0,4,1,1,10,york_rail
8741,9,TASCAM_0284_001.wav,iD,0,4,1,1,10,york_rail
8742,10,TASCAM_0284_002.wav,iD,0,4,1,1,10,york_rail
8743,11,TASCAM_0284_003.wav,iD,0,4,1,1,10,york_rail
8744,12,TASCAM_0284_004.wav,iD,0,4,1,1,10,york_rail
8745,13,TASCAM_0284_005.wav,iD,0,4,1,1,10,york_rail
8746,14,TASCAM_0285_000.wav,iD,0,4,1,1,10,york_rail
8747,15,TASCAM_0285_001.wav,iD,0,4,1,1,10,york_rail
8748,16,TASCAM_0285_002.wav,iD,0,4,1,1,10,york_rail
8749,17,TASCAM_0285_003.wav,iD,0,4,1,1,10,york_rail
8750,18,TASCAM_0286_000.wav,iD,0,4,1,1,10,york_rail
8751,19,TASCAM_0286_001.wav,iD,0,4,1,1,10,york_rail
8752,20,TASCAM_0286_002.wav,iD,0,4,1,1,10,york_rail
8753,21,TASCAM_0286_003.wav,iD,0,4,1,1,10,york_rail
8754,22,TASCAM_0286_004.wav,iD,0,4,1,1,10,york_rail
8755,23,TASCAM_0286_005.wav,iD,0,4,1,1,10,york_rail
8756,24,TASCAM_0286_006.wav,iD,0,4,1,1,10,york_rail
8757,25,TASCAM_0286_007.wav,iD,0,4,1,1,10,york_rail
8758,26,TASCAM_0286_008.wav,iD,0,4,1,1,10,york_rail
8759,27,TASCAM_0286_009.wav,iD,0,4,1,1,10,york_rail
8760,28,TASCAM_0286_010.wav,iD,0,4,1,1,10,york_rail
8761,29,TASCAM_0286_011.wav,iD,0,4,1,1,10,york_rail
8762,30,TASCAM_0287_001.wav,iD,0,4,1,1,10,york_rail
8763,31,TASCAM_0287_002.wav,iD,0,4,1,1,10,york_rail
8764,32,TASCAM_0287_003.wav,iD,0,4,1,1,10,york_rail
8765,33,TASCAM_0288_000.wav,iD,0,4,1,1,10,york_rail
8766,34,TASCAM_0288_001.wav,iD,0,4,1,1,10,york_rail
8767,35,TASCAM_0288_002.wav,iD,0,4,1,1,10,york_rail
8768,36,TASCAM_0288_003.wav,iD,0,4,1,1,10,york_rail
8769,37,TASCAM_0289_000.wav,iD,0,4,1,1,10,york_rail
8770,38,TASCAM_0289_001.wav,iD,0,4,1,1,10,york_rail
8771,39,TASCAM_0289_002.wav,iD,0,4,1,1,10,york_rail
8772,40,TASCAM_0289_003.wav,iD,0,4,1,1,10,york_rail
8773,41,TASCAM_0290_000.wav,iD,0,4,1,1,10,york_rail
8774,42,TASCAM_0290_001.wav,iD,0,4,1,1,10,york_rail
8775,43,TASCAM_0290_002.wav,iD,0,4,1,1,10,york_rail
8776,44,TASCAM_0290_003.wav,iD,0,4,1,1,10,york_rail
8777,45,TASCAM_0291_000.wav,iD,0,4,1,1,10,york_rail
8778,46,TASCAM_0291_001.wav,iD,0,4,1,1,10,york_rail
8779,47,TASCAM_0291_002.wav,iD,0,4,1,1,10,york_rail
8780,48,TASCAM_0292_002.wav,iD,0,4,1,1,10,york_rail
8781,49,TASCAM_0292_003.wav,iD,0,4,1,1,10,york_rail
8782,50,TASCAM_0292_004.wav,iD,0,4,1,1,10,york_rail
8783,51,TASCAM_0292_005.wav,iD,0,4,1,1,10,york_rail
8784,52,TASCAM_0292_006.wav,iD,0,4,1,1,10,york_rail
8785,53,TASCAM_0292_007.wav,iD,0,4,1,1,10,york_rail
8786,54,TASCAM_0292_008.wav,iD,0,4,1,1,10,york_rail
8787,55,TASCAM_0292_009.wav,iD,0,4,1,1,10,york_rail
8788,56,TASCAM_0292_010.wav,iD,0,4,1,1,10,york_rail
8789,57,TASCAM_0292_011.wav,iD,0,4,1,1,10,york_rail
8790,58,TASCAM_0293_000.wav,iD,0,4,1,2,10,york_rail
8791,59,TASCAM_0293_001.wav,iD,0,4,1,2,10,york_rail
8792,60,TASCAM_0293_002.wav,iD,0,4,1,2,10,york_rail
8793,61,TASCAM_0293_003.wav,iD,0,4,1,2,10,york_rail
8794,62,TASCAM_0293_004.wav,iD,0,4,1,2,10,york_rail
8795,63,TASCAM_0293_005.wav,iD,0,4,1,2,10,york_rail
8796,64,TASCAM_0293_006.wav,iD,0,4,1,2,10,york_rail
8797,65,TASCAM_0293_007.wav,iD,0,4,1,2,10,york_rail
8798,66,TASCAM_0294_000.wav,iD,0,4,1,2,10,york_rail
8799,67,TASCAM_0294_001.wav,iD,0,4,1,2,10,york_rail
8800,68,TASCAM_0294_002.wav,iD,0,4,1,2,10,york_rail
8801,69,TASCAM_0294_003.wav,iD,0,4,1,2,10,york_rail
8802,70,TASCAM_0294_004.wav,iD,0,4,1,2,10,york_rail
8803,71,TASCAM_0294_005.wav,iD,0,4,1,2,10,york_rail
8804,72,TASCAM_0294_006.wav,iD,0,4,1,2,10,york_rail
8805,73,TASCAM_0294_007.wav,iD,0,4,1,2,10,york_rail
8806,74,TASCAM_0295_000.wav,iD,0,4,1,2,10,york_rail
8807,75,TASCAM_0295_001.wav,iD,0,4,1,2,10,york_rail
8808,76,TASCAM_0295_002.wav,iD,0,4,1,2,10,york_rail
8809,77,TASCAM_0295_003.wav,iD,0,4,1,2,10,york_rail
8810,78,TASCAM_0296_000.wav,iD,0,4,1,2,10,york_rail
8811,79,TASCAM_0296_001.wav,iD,0,4,1,2,10,york_rail
8812,80,TASCAM_0296_002.wav,iD,0,4,1,2,10,york_rail
8813,81,TASCAM_0296_003.wav,iD,0,4,1,2,10,york_rail
8814,82,TASCAM_0297_000.wav,iD,0,4,1,2,10,york_rail
8815,83,TASCAM_0297_001.wav,iD,0,4,1,2,10,york_rail
8816,84,TASCAM_0297_002.wav,iD,0,4,1,2,10,york_rail
8817,85,TASCAM_0297_003.wav,iD,0,4,1,2,10,york_rail
8818,86,TASCAM_0297_004.wav,iD,0,4,1,2,10,york_rail
8819,87,TASCAM_0297_005.wav,iD,0,4,1,2,10,york_rail
8820,88,TASCAM_0297_006.wav,iD,0,4,1,2,10,york_rail
8821,89,TASCAM_0298_000.wav,iD,0,4,1,2,10,york_rail
8822,90,TASCAM_0298_001.wav,iD,0,4,1,2,10,york_rail
8823,91,TASCAM_0298_002.wav,iD,0,4,1,2,10,york_rail
8824,92,TASCAM_0298_003.wav,iD,0,4,1,2,10,york_rail
8825,93,TASCAM_0299_001.wav,iD,0,4,1,2,10,york_rail
8826,94,TASCAM_0299_002.wav,iD,0,4,1,2,10,york_rail
8827,95,TASCAM_0299_003.wav,iD,0,4,1,2,10,york_rail
8828,96,TASCAM_0299_004.wav,iD,0,4,1,2,10,york_rail
8829,97,TASCAM_0299_005.wav,iD,0,4,1,2,10,york_rail
8830,98,TASCAM_0300_001.wav,iD,0,4,1,2,10,york_rail
8831,99,TASCAM_0300_002.wav,iD,0,4,1,2,10,york_rail
8832,100,TASCAM_0300_003.wav,iD,0,4,1,2,10,york_rail
8833,101,TASCAM_0300_004.wav,iD,0,4,1,2,10,york_rail
8834,102,TASCAM_0300_005.wav,iD,0,4,1,2,10,york_rail
8835,103,TASCAM_0300_006.wav,iD,0,4,1,2,10,york_rail
8836,104,TASCAM_0300_007.wav,iD,0,4,1,2,10,york_rail
8837,105,TASCAM_0301_000.wav,iD,0,4,1,2,10,york_rail
8838,106,TASCAM_0301_001.wav,iD,0,4,1,2,10,york_rail
8839,107,TASCAM_0301_002.wav,iD,0,4,1,2,10,york_rail
8840,108,TASCAM_0301_003.wav,iD,0,4,1,2,10,york_rail
8841,109,TASCAM_0302_000.wav,iD,0,4,1,2,10,york_rail
8842,110,TASCAM_0302_001.wav,iD,0,4,1,2,10,york_rail
8843,111,TASCAM_0302_002.wav,iD,0,4,1,2,10,york_rail
8844,112,TASCAM_0302_003.wav,iD,0,4,1,2,10,york_rail
8845,113,TASCAM_0303_001.wav,iD,0,4,1,2,10,york_rail
8846,114,TASCAM_0303_002.wav,iD,0,4,1,2,10,york_rail
8847,115,TASCAM_0303_003.wav,iD,0,4,1,2,10,york_rail
8848,116,TASCAM_0303_004.wav,iD,0,4,1,2,10,york_rail
8849,117,TASCAM_0303_005.wav,iD,0,4,1,2,10,york_rail
8850,118,TASCAM_0303_006.wav,iD,0,4,1,2,10,york_rail
8851,119,TASCAM_0303_007.wav,iD,0,4,1,2,10,york_rail
8852,120,TASCAM_0303_008.wav,iD,0,4,1,2,10,york_rail
8853,121,TASCAM_0303_009.wav,iD,0,4,1,2,10,york_rail
8854,122,TASCAM_0304_000.wav,iD,0,4,1,3,10,york_rail
8855,123,TASCAM_0304_001.wav,iD,0,4,1,3,10,york_rail
8856,124,TASCAM_0304_002.wav,iD,0,4,1,3,10,york_rail
8857,125,TASCAM_0304_003.wav,iD,0,4,1,3,10,york_rail
8858,126,TASCAM_0305_002.wav,iD,0,4,1,3,10,york_rail
8859,127,TASCAM_0305_003.wav,iD,0,4,1,3,10,york_rail
8860,128,TASCAM_0305_004.wav,iD,0,4,1,3,10,york_rail
8861,129,TASCAM_0305_005.wav,iD,0,4,1,3,10,york_rail
8862,130,TASCAM_0305_006.wav,iD,0,4,1,3,10,york_rail
8863,131,TASCAM_0305_007.wav,iD,0,4,1,3,10,york_rail
8864,132,TASCAM_0305_008.wav,iD,0,4,1,3,10,york_rail
8865,133,TASCAM_0305_009.wav,iD,0,4,1,3,10,york_rail
8866,134,TASCAM_0306_000.wav,iD,0,4,1,3,10,york_rail
8867,135,TASCAM_0306_001.wav,iD,0,4,1,3,10,york_rail
8868,136,TASCAM_0306_002.wav,iD,0,4,1,3,10,york_rail
8869,137,TASCAM_0306_003.wav,iD,0,4,1,3,10,york_rail
8870,138,TASCAM_0307_000.wav,iD,0,4,1,3,10,york_rail
8871,139,TASCAM_0307_001.wav,iD,0,4,1,3,10,york_rail
8872,140,TASCAM_0307_002.wav,iD,0,4,1,3,10,york_rail
8873,141,TASCAM_0307_003.wav,iD,0,4,1,3,10,york_rail
8874,142,TASCAM_0307_004.wav,iD,0,4,1,3,10,york_rail
8875,143,TASCAM_0307_005.wav,iD,0,4,1,3,10,york_rail
8876,144,TASCAM_0309_001.wav,iD,0,4,1,3,10,york_rail
8877,145,TASCAM_0309_002.wav,iD,0,4,1,3,10,york_rail
8878,146,TASCAM_0309_003.wav,iD,0,4,1,3,10,york_rail
8879,147,TASCAM_0309_004.wav,iD,0,4,1,3,10,york_rail
8880,148,TASCAM_0309_005.wav,iD,0,4,1,3,10,york_rail
8881,149,TASCAM_0309_006.wav,iD,0,4,1,3,10,york_rail
8882,150,TASCAM_0309_007.wav,iD,0,4,1,3,10,york_rail
8883,151,TASCAM_0309_008.wav,iD,0,4,1,3,10,york_rail
8884,152,TASCAM_0309_009.wav,iD,0,4,1,3,10,york_rail
8885,153,TASCAM_0309_010.wav,iD,0,4,1,3,10,york_rail
8886,154,TASCAM_0310_002.wav,iD,0,4,1,3,10,york_rail
8887,155,TASCAM_0310_003.wav,iD,0,4,1,3,10,york_rail
8888,156,TASCAM_0310_004.wav,iD,0,4,1,3,10,york_rail
8889,157,TASCAM_0310_005.wav,iD,0,4,1,3,10,york_rail
8890,158,TASCAM_0310_006.wav,iD,0,4,1,3,10,york_rail
